chauffageemissionid,chauffageid,begesid,co2emischauffage,datedebut,datefin,rank
40335,6,1338,16.74772735628462,2023-10-22,2023-10-22,3
40336,1,1338,27.500571037079244,2023-10-23,2023-10-23,5
40337,7,1338,28.184703048568664,2023-10-24,2023-10-24,2
40338,6,1338,33.21186883172295,2023-10-25,2023-10-25,2
40339,8,1338,28.868507236436585,2023-10-26,2023-10-26,4
40340,2,1338,10.698390268324774,2023-10-27,2023-10-27,2
40341,7,1339,37.40882764915327,2023-10-28,2023-10-28,2
40342,6,1339,20.320419655558553,2023-10-29,2023-10-29,5
40343,2,1339,20.397366114893885,2023-10-30,2023-10-30,3
40344,5,1339,33.1770976709588,2023-10-31,2023-10-31,2
40345,5,1339,23.512468873912,2023-11-01,2023-11-01,1
40346,8,1339,31.298643775831778,2023-11-02,2023-11-02,1
40347,4,1339,12.85805832847301,2023-11-03,2023-11-03,2
40348,5,1339,38.885237160442614,2023-11-04,2023-11-04,5
40349,1,1339,39.10286583833865,2023-11-05,2023-11-05,2
40350,5,1339,21.513427996294602,2023-11-06,2023-11-06,1
40351,7,1339,18.98905773199256,2023-11-07,2023-11-07,3
40352,2,1339,17.01282012876756,2023-11-08,2023-11-08,1
40353,2,1339,13.451266363025645,2023-11-09,2023-11-09,5
40354,5,1339,22.123067315418716,2023-11-10,2023-11-10,5
40355,8,1339,34.935187435643,2023-11-11,2023-11-11,5
40356,4,1339,13.183683959221238,2023-11-12,2023-11-12,4
40357,5,1339,38.54476450000753,2023-11-13,2023-11-13,2
40358,2,1339,22.996874756061466,2023-11-14,2023-11-14,1
40359,8,1339,12.822292010118344,2023-11-15,2023-11-15,1
40360,8,1339,36.24082732359546,2023-11-16,2023-11-16,4
40361,3,1339,22.257467940190672,2023-11-17,2023-11-17,1
40362,7,1339,21.871154988850677,2023-11-18,2023-11-18,5
40363,5,1339,29.860916007933913,2023-11-19,2023-11-19,3
40364,6,1339,26.56023535955715,2023-11-20,2023-11-20,5
40365,3,1339,10.446943367696184,2023-11-21,2023-11-21,3
40366,7,1339,33.85411760726036,2023-11-22,2023-11-22,1
40367,7,1339,15.497334092980278,2023-11-23,2023-11-23,4
40368,6,1339,12.991948376233136,2023-11-24,2023-11-24,1
40369,6,1339,28.652652356227968,2023-11-25,2023-11-25,5
40370,7,1339,23.024756551076386,2023-11-26,2023-11-26,2
40371,1,1340,18.43302456495131,2023-11-27,2023-11-27,2
40372,2,1340,37.97390967660401,2023-11-28,2023-11-28,4
40373,6,1340,35.90769369898534,2023-11-29,2023-11-29,4
40374,2,1340,32.09418123016259,2023-11-30,2023-11-30,4
40375,1,1340,25.38227103394199,2023-12-01,2023-12-01,5
40376,5,1340,26.671977132192357,2023-12-02,2023-12-02,3
40377,2,1340,16.277989707670137,2023-12-03,2023-12-03,5
40378,8,1340,30.13070331118454,2023-12-04,2023-12-04,5
40379,7,1340,33.58382137196211,2023-12-05,2023-12-05,4
40380,8,1340,34.981629979766005,2023-12-06,2023-12-06,4
40381,6,1340,39.149109403212385,2023-12-07,2023-12-07,5
40382,5,1340,37.35517999861251,2023-12-08,2023-12-08,4
40383,2,1340,15.265887282326737,2023-12-09,2023-12-09,4
40384,7,1340,32.98606339420336,2023-12-10,2023-12-10,2
40385,7,1340,25.54058219831258,2023-12-11,2023-12-11,3
40386,2,1340,11.417214361525957,2023-12-12,2023-12-12,5
40387,7,1340,16.11475167765431,2023-12-13,2023-12-13,4
40388,4,1340,22.930554472310085,2023-12-14,2023-12-14,1
40389,2,1340,31.15160509213848,2023-12-15,2023-12-15,1
40390,3,1340,38.557601002129246,2023-12-16,2023-12-16,2
40391,8,1340,36.027839519748426,2023-12-17,2023-12-17,2
40392,1,1340,23.971923494343187,2023-12-18,2023-12-18,2
40393,1,1340,23.071317332776754,2023-12-19,2023-12-19,1
40394,7,1340,16.159783187154815,2023-12-20,2023-12-20,4
40395,8,1340,29.298482326266917,2023-12-21,2023-12-21,1
40396,8,1340,28.878592468561262,2023-12-22,2023-12-22,4
40397,1,1340,35.87673044188591,2023-12-23,2023-12-23,4
40398,1,1340,10.341903142773454,2023-12-24,2023-12-24,4
40399,1,1340,39.43196626255441,2023-12-25,2023-12-25,4
40400,1,1340,37.57881733397764,2023-12-26,2023-12-26,1
40401,8,1341,12.797369359107064,2023-01-01,2023-01-01,5
40402,6,1341,23.62788435088141,2023-01-02,2023-01-02,5
40403,4,1341,28.893123020730567,2023-01-03,2023-01-03,4
40404,3,1341,12.95734539425661,2023-01-04,2023-01-04,3
40405,5,1341,27.643916499252676,2023-01-05,2023-01-05,3
40406,4,1341,24.80005755606629,2023-01-06,2023-01-06,3
40407,4,1341,47.55732099387346,2023-01-07,2023-01-07,3
40408,4,1341,27.457468684547386,2023-01-08,2023-01-08,2
40409,4,1341,39.96226438479297,2023-01-09,2023-01-09,3
40410,3,1341,43.100936656012244,2023-01-10,2023-01-10,2
40411,2,1341,37.325266258439726,2023-01-11,2023-01-11,3
40412,2,1341,43.224911544685845,2023-01-12,2023-01-12,1
40413,3,1341,16.767506578402877,2023-01-13,2023-01-13,2
40414,6,1341,46.77940433149177,2023-01-14,2023-01-14,5
40415,6,1341,38.87683841310474,2023-01-15,2023-01-15,2
40416,5,1341,24.86653050924583,2023-01-16,2023-01-16,3
40417,1,1341,31.194661799931712,2023-01-17,2023-01-17,4
40418,8,1341,28.20647383293049,2023-01-18,2023-01-18,2
40419,2,1341,39.94467397037084,2023-01-19,2023-01-19,3
40420,7,1341,44.81416757590657,2023-01-20,2023-01-20,3
40421,4,1341,14.991426414529931,2023-01-21,2023-01-21,2
40422,1,1341,27.739564087111162,2023-01-22,2023-01-22,4
40423,2,1341,22.942695763981643,2023-01-23,2023-01-23,3
40424,5,1341,31.492916505253845,2023-01-24,2023-01-24,5
40425,5,1341,30.449170724612713,2023-01-25,2023-01-25,2
40426,4,1341,15.887528322432962,2023-01-26,2023-01-26,1
40427,3,1341,32.533471808530294,2023-01-27,2023-01-27,4
40428,2,1341,47.91025363460555,2023-01-28,2023-01-28,2
40429,1,1341,17.616622517460677,2023-01-29,2023-01-29,3
40430,5,1341,38.31277048280685,2023-01-30,2023-01-30,3
40431,4,1342,21.979304559784442,2023-01-31,2023-01-31,4
40432,8,1342,42.318641474440106,2023-02-01,2023-02-01,2
40433,2,1342,43.30765183616479,2023-02-02,2023-02-02,4
40434,7,1342,46.671246917803096,2023-02-03,2023-02-03,4
40435,7,1342,36.58122454200113,2023-02-04,2023-02-04,2
40436,7,1342,47.1783212447476,2023-02-05,2023-02-05,2
40437,8,1342,43.76572666909958,2023-02-06,2023-02-06,1
40438,4,1342,30.804936323634376,2023-02-07,2023-02-07,5
40439,3,1342,27.810312897111416,2023-02-08,2023-02-08,2
40440,6,1342,27.089144733389997,2023-02-09,2023-02-09,1
40441,7,1342,20.37920390687856,2023-02-10,2023-02-10,5
40442,2,1342,38.85216872870283,2023-02-11,2023-02-11,1
40443,6,1342,14.221842940033747,2023-02-12,2023-02-12,2
40444,4,1342,12.230702136004798,2023-02-13,2023-02-13,3
40445,1,1342,15.6431303169957,2023-02-14,2023-02-14,2
40446,6,1342,23.618375617972504,2023-02-15,2023-02-15,3
40447,3,1342,35.785472815599555,2023-02-16,2023-02-16,5
40448,4,1342,45.843336078146635,2023-02-17,2023-02-17,5
40449,2,1342,19.82525448404977,2023-02-18,2023-02-18,5
40450,4,1342,18.116909741992874,2023-02-19,2023-02-19,5
40451,7,1342,22.153555234963747,2023-02-20,2023-02-20,2
40452,5,1342,42.82394579836934,2023-02-21,2023-02-21,1
40453,2,1342,41.15658050451118,2023-02-22,2023-02-22,1
40454,1,1342,20.643050181040497,2023-02-23,2023-02-23,1
40455,3,1342,44.79329465541099,2023-02-24,2023-02-24,5
40456,4,1342,38.12429581983055,2023-02-25,2023-02-25,3
40457,8,1342,37.53095222627165,2023-02-26,2023-02-26,3
40458,5,1342,19.040867402812392,2023-02-27,2023-02-27,3
40459,1,1342,28.98464229784738,2023-02-28,2023-02-28,3
40460,3,1342,14.700065095668691,2023-03-01,2023-03-01,4
40461,1,1343,10.529152299892726,2023-03-02,2023-03-02,1
40462,6,1343,12.539079843392532,2023-03-03,2023-03-03,4
40463,2,1343,26.480281735040055,2023-03-04,2023-03-04,5
40464,4,1343,9.369070430169362,2023-03-05,2023-03-05,3
40465,3,1343,16.16653624571731,2023-03-06,2023-03-06,5
40466,2,1343,15.078054573650629,2023-03-07,2023-03-07,5
40467,3,1343,17.248093497829434,2023-03-08,2023-03-08,4
40468,2,1343,12.771251773649448,2023-03-09,2023-03-09,4
40469,6,1343,35.11906992508766,2023-03-10,2023-03-10,2
40470,1,1343,35.57748683214633,2023-03-11,2023-03-11,5
40471,1,1343,19.799371103454167,2023-03-12,2023-03-12,1
40472,2,1343,18.715920095632708,2023-03-13,2023-03-13,3
40473,6,1343,32.153934916755944,2023-03-14,2023-03-14,3
40474,8,1343,17.418826107282268,2023-03-15,2023-03-15,5
40475,7,1343,19.99177025190165,2023-03-16,2023-03-16,3
40476,1,1343,34.59642900304801,2023-03-17,2023-03-17,3
40477,7,1343,34.31312945479531,2023-03-18,2023-03-18,3
40478,1,1343,16.556903083965857,2023-03-19,2023-03-19,5
40479,6,1343,20.649970121542076,2023-03-20,2023-03-20,1
40480,2,1343,11.443698608676877,2023-03-21,2023-03-21,3
40481,1,1343,34.569647339180314,2023-03-22,2023-03-22,4
40482,1,1343,29.852251344846273,2023-03-23,2023-03-23,3
40483,6,1343,16.078363650923293,2023-03-24,2023-03-24,1
40484,7,1343,22.245703331431397,2023-03-25,2023-03-25,2
40485,7,1343,11.486746710343596,2023-03-26,2023-03-26,2
40486,1,1343,35.898935137471504,2023-03-27,2023-03-27,1
40487,6,1343,22.809134051928975,2023-03-28,2023-03-28,5
40488,5,1343,12.458423884826809,2023-03-29,2023-03-29,4
40489,8,1343,35.008907969661216,2023-03-30,2023-03-30,4
40490,3,1343,12.834987560707255,2023-03-31,2023-03-31,3
40491,5,1344,23.526745531358525,2023-04-01,2023-04-01,1
40492,3,1344,22.861334395162647,2023-04-02,2023-04-02,3
40493,6,1344,21.80986133213363,2023-04-03,2023-04-03,1
40494,4,1344,15.982669235263543,2023-04-04,2023-04-04,4
40495,3,1344,11.2072474104815,2023-04-05,2023-04-05,1
40496,7,1344,35.32002605191902,2023-04-06,2023-04-06,1
40497,7,1344,16.4283508994353,2023-04-07,2023-04-07,4
40498,5,1344,14.673744301645822,2023-04-08,2023-04-08,4
40499,2,1344,27.124134311865696,2023-04-09,2023-04-09,3
40500,2,1344,19.638438008274303,2023-04-10,2023-04-10,4
40501,8,1344,15.503140847637704,2023-04-11,2023-04-11,4
40502,6,1344,24.047164792999485,2023-04-12,2023-04-12,3
40503,7,1344,25.151956434720297,2023-04-13,2023-04-13,3
40504,7,1344,12.960550127874503,2023-04-14,2023-04-14,2
40505,5,1344,27.485589450092434,2023-04-15,2023-04-15,1
40506,6,1344,19.7773568873856,2023-04-16,2023-04-16,1
40507,6,1344,18.537291937847982,2023-04-17,2023-04-17,3
40508,7,1344,14.346932799881614,2023-04-18,2023-04-18,4
40509,6,1344,12.813049063178807,2023-04-19,2023-04-19,2
40510,4,1344,14.728112343685657,2023-04-20,2023-04-20,5
40511,7,1344,21.700106722170066,2023-04-21,2023-04-21,4
40512,6,1344,16.025312987752212,2023-04-22,2023-04-22,3
40513,8,1344,31.203820104136877,2023-04-23,2023-04-23,3
40514,8,1344,10.775715689633504,2023-04-24,2023-04-24,4
40515,1,1344,24.981289638605247,2023-04-25,2023-04-25,3
40516,6,1344,29.899263357212085,2023-04-26,2023-04-26,5
40517,1,1344,29.30503921836652,2023-04-27,2023-04-27,3
40518,2,1344,16.56185005808738,2023-04-28,2023-04-28,4
40519,3,1344,10.127086749367688,2023-04-29,2023-04-29,1
40520,2,1344,30.268687422163747,2023-04-30,2023-04-30,5
40521,3,1345,34.60825548596265,2023-05-01,2023-05-01,5
40522,8,1345,31.985564069295748,2023-05-02,2023-05-02,1
40523,8,1345,34.399444424177965,2023-05-03,2023-05-03,1
40524,4,1345,14.482763645806964,2023-05-04,2023-05-04,5
40525,1,1345,15.634824333511801,2023-05-05,2023-05-05,3
40526,7,1345,23.009792157214942,2023-05-06,2023-05-06,4
40527,3,1345,34.747056047935004,2023-05-07,2023-05-07,5
40528,7,1345,16.16915269416159,2023-05-08,2023-05-08,4
40529,6,1345,21.57378719256153,2023-05-09,2023-05-09,1
40530,2,1345,21.37849233210376,2023-05-10,2023-05-10,3
40531,6,1345,24.209360223689735,2023-05-11,2023-05-11,5
40532,2,1345,21.466456640489515,2023-05-12,2023-05-12,3
40533,6,1345,31.00167354899999,2023-05-13,2023-05-13,3
40534,6,1345,23.696773985897543,2023-05-14,2023-05-14,3
40535,1,1345,35.754568767113874,2023-05-15,2023-05-15,3
40536,5,1345,14.411480690242822,2023-05-16,2023-05-16,2
40537,8,1345,13.433877987860596,2023-05-17,2023-05-17,5
40538,4,1345,9.855806759843487,2023-05-18,2023-05-18,2
40539,6,1345,19.337327561593902,2023-05-19,2023-05-19,5
40540,4,1345,29.763010890974428,2023-05-20,2023-05-20,2
40541,8,1345,14.413379923029707,2023-05-21,2023-05-21,4
40542,3,1345,13.198543581691881,2023-05-22,2023-05-22,1
40543,6,1345,20.160339986620258,2023-05-23,2023-05-23,1
40544,1,1345,12.96115958964036,2023-05-24,2023-05-24,2
40545,8,1345,35.19842562256737,2023-05-25,2023-05-25,3
40546,6,1345,24.633200022529543,2023-05-26,2023-05-26,3
40547,3,1345,26.14339659042611,2023-05-27,2023-05-27,4
40548,5,1345,25.386843372436527,2023-05-28,2023-05-28,3
40549,2,1345,22.231038393593426,2023-05-29,2023-05-29,2
40550,4,1345,9.895753828297757,2023-05-30,2023-05-30,2
40551,2,1346,11.731878517581698,2023-05-31,2023-05-31,4
40552,4,1346,33.605418500727154,2023-06-01,2023-06-01,1
40553,1,1346,29.489087066501952,2023-06-02,2023-06-02,4
40554,1,1346,23.270610102531936,2023-06-03,2023-06-03,2
40555,5,1346,27.81735903306624,2023-06-04,2023-06-04,3
40556,5,1346,33.373461952666204,2023-06-05,2023-06-05,4
40557,5,1346,22.719256135368425,2023-06-06,2023-06-06,4
40558,7,1346,18.712376372234438,2023-06-07,2023-06-07,4
40559,4,1346,9.859840546168439,2023-06-08,2023-06-08,1
40560,7,1346,17.692802333997243,2023-06-09,2023-06-09,1
40561,5,1346,18.5960697209204,2023-06-10,2023-06-10,1
40562,5,1346,21.75931644995894,2023-06-11,2023-06-11,1
40563,7,1346,19.516541450205647,2023-06-12,2023-06-12,4
40564,4,1346,18.63663579392694,2023-06-13,2023-06-13,5
40565,8,1346,23.389021899666766,2023-06-14,2023-06-14,3
40566,6,1346,30.40770173647344,2023-06-15,2023-06-15,2
40567,8,1346,11.032323007026879,2023-06-16,2023-06-16,4
40568,5,1346,10.270761567848993,2023-06-17,2023-06-17,1
40569,2,1346,10.786776110518113,2023-06-18,2023-06-18,5
40570,4,1346,32.115181380599886,2023-06-19,2023-06-19,5
40571,7,1346,29.23738766614159,2023-06-20,2023-06-20,4
40572,7,1346,17.420020828543112,2023-06-21,2023-06-21,5
40573,7,1346,17.259544806492855,2023-06-22,2023-06-22,3
40574,1,1346,27.95010601767131,2023-06-23,2023-06-23,3
40575,1,1346,18.285977131924987,2023-06-24,2023-06-24,5
40576,6,1346,10.90378338921098,2023-06-25,2023-06-25,1
40577,5,1346,11.948905845959123,2023-06-26,2023-06-26,1
40578,3,1346,26.375959730114793,2023-06-27,2023-06-27,3
40579,3,1346,28.69819778662494,2023-06-28,2023-06-28,3
40580,2,1346,16.079355535717504,2023-06-29,2023-06-29,5
40581,1,1347,24.181553414106595,2023-06-30,2023-06-30,4
40582,3,1347,29.158291116810457,2023-07-01,2023-07-01,2
40583,7,1347,28.433797752288424,2023-07-02,2023-07-02,1
40584,7,1347,23.65748352497212,2023-07-03,2023-07-03,3
40585,5,1347,28.64314008719655,2023-07-04,2023-07-04,3
40586,5,1347,30.49779829312071,2023-07-05,2023-07-05,3
40587,5,1347,11.931189601632282,2023-07-06,2023-07-06,2
40588,6,1347,9.17364345380913,2023-07-07,2023-07-07,4
40589,2,1347,25.657140539085095,2023-07-08,2023-07-08,5
40590,3,1347,10.425763783436844,2023-07-09,2023-07-09,4
40591,1,1347,31.843758160744745,2023-07-10,2023-07-10,1
40592,4,1347,20.57269937371569,2023-07-11,2023-07-11,5
40593,2,1347,25.338705595180656,2023-07-12,2023-07-12,5
40594,2,1347,17.901882740132674,2023-07-13,2023-07-13,1
40595,5,1347,15.357549609215795,2023-07-14,2023-07-14,3
40596,6,1347,21.422767137306163,2023-07-15,2023-07-15,5
40597,1,1347,26.554006285485407,2023-07-16,2023-07-16,4
40598,1,1347,24.374589388948134,2023-07-17,2023-07-17,3
40599,2,1347,19.428266778675095,2023-07-18,2023-07-18,3
40600,8,1347,16.68782740497063,2023-07-19,2023-07-19,1
40601,5,1347,17.92682264719253,2023-07-20,2023-07-20,3
40602,6,1347,15.506924045336863,2023-07-21,2023-07-21,2
40603,6,1347,24.44601114220403,2023-07-22,2023-07-22,2
40604,4,1347,25.78986691980066,2023-07-23,2023-07-23,3
40605,2,1347,12.046020731722509,2023-07-24,2023-07-24,2
40606,3,1347,25.436805265065605,2023-07-25,2023-07-25,1
40607,2,1347,24.942829803033234,2023-07-26,2023-07-26,5
40608,2,1347,18.64317585564349,2023-07-27,2023-07-27,3
40609,5,1347,15.54603639273722,2023-07-28,2023-07-28,2
40610,2,1347,13.608557888657788,2023-07-29,2023-07-29,3
40611,7,1348,15.493842157776095,2023-07-30,2023-07-30,4
40612,5,1348,23.107083365376948,2023-07-31,2023-07-31,2
40613,3,1348,13.875682321110672,2023-08-01,2023-08-01,5
40614,4,1348,30.529357788512314,2023-08-02,2023-08-02,1
40615,7,1348,26.467535903193983,2023-08-03,2023-08-03,3
40616,5,1348,12.105914280872245,2023-08-04,2023-08-04,2
40617,1,1348,20.119887591413296,2023-08-05,2023-08-05,2
40618,7,1348,17.63908613554695,2023-08-06,2023-08-06,5
40619,4,1348,26.152656829279067,2023-08-07,2023-08-07,2
40620,8,1348,25.56605453474864,2023-08-08,2023-08-08,2
40621,5,1348,15.710502539222,2023-08-09,2023-08-09,2
40622,8,1348,15.221677449118145,2023-08-10,2023-08-10,1
40623,3,1348,12.314234498280207,2023-08-11,2023-08-11,2
40624,5,1348,8.195702276249376,2023-08-12,2023-08-12,4
40625,8,1348,29.820517220746723,2023-08-13,2023-08-13,1
40626,4,1348,10.894285538421077,2023-08-14,2023-08-14,2
40627,4,1348,17.184094872747263,2023-08-15,2023-08-15,2
40628,5,1348,16.442516447130792,2023-08-16,2023-08-16,1
40629,6,1348,30.263537871014297,2023-08-17,2023-08-17,3
40630,4,1348,25.325826340364276,2023-08-18,2023-08-18,4
40631,7,1348,14.845921166615037,2023-08-19,2023-08-19,2
40632,4,1348,8.11936780001425,2023-08-20,2023-08-20,2
40633,7,1348,8.921658116713498,2023-08-21,2023-08-21,1
40634,7,1348,28.832970051259338,2023-08-22,2023-08-22,4
40635,4,1348,13.234992925367207,2023-08-23,2023-08-23,3
40636,2,1348,27.045425973252406,2023-08-24,2023-08-24,4
40637,1,1348,23.299941394764847,2023-08-25,2023-08-25,3
40638,2,1348,9.284933008941698,2023-08-26,2023-08-26,1
40639,4,1348,19.333122865346866,2023-08-27,2023-08-27,1
40640,5,1348,29.473039977270318,2023-08-28,2023-08-28,3
40641,6,1349,24.354686471147083,2023-08-29,2023-08-29,3
40642,8,1349,21.567448825563048,2023-08-30,2023-08-30,2
40643,7,1349,12.034657755486187,2023-08-31,2023-08-31,1
40644,1,1349,29.412952399185794,2023-09-01,2023-09-01,1
40645,4,1349,13.389861621648146,2023-09-02,2023-09-02,2
40646,6,1349,16.167021776904843,2023-09-03,2023-09-03,2
40647,5,1349,28.737754038749404,2023-09-04,2023-09-04,1
40648,5,1349,31.299993851772843,2023-09-05,2023-09-05,3
40649,6,1349,16.20257437351942,2023-09-06,2023-09-06,4
40650,7,1349,24.170637712091924,2023-09-07,2023-09-07,5
40651,2,1349,15.944063905100903,2023-09-08,2023-09-08,4
40652,1,1349,29.938020106296666,2023-09-09,2023-09-09,2
40653,3,1349,22.022522340541236,2023-09-10,2023-09-10,2
40654,2,1349,15.049769125858006,2023-09-11,2023-09-11,4
40655,4,1349,16.964619078362897,2023-09-12,2023-09-12,3
40656,7,1349,12.227360792314096,2023-09-13,2023-09-13,4
40657,7,1349,19.97713302410865,2023-09-14,2023-09-14,4
40658,7,1349,22.414472085148738,2023-09-15,2023-09-15,1
40659,8,1349,25.436644250771156,2023-09-16,2023-09-16,2
40660,6,1349,25.419463433996764,2023-09-17,2023-09-17,5
40661,8,1349,15.311214644303142,2023-09-18,2023-09-18,2
40662,5,1349,31.217266568694324,2023-09-19,2023-09-19,3
40663,8,1349,22.032070670070453,2023-09-20,2023-09-20,2
40664,6,1349,22.57137234408664,2023-09-21,2023-09-21,1
40665,5,1349,21.675241052413725,2023-09-22,2023-09-22,1
40666,7,1349,24.09835516940398,2023-09-23,2023-09-23,5
40667,6,1349,10.796603423315037,2023-09-24,2023-09-24,3
40668,8,1349,16.039045241076625,2023-09-25,2023-09-25,5
40669,7,1349,23.14429281021087,2023-09-26,2023-09-26,5
40670,6,1349,29.133202441006134,2023-09-27,2023-09-27,5
40671,8,1350,21.154345320370116,2023-09-28,2023-09-28,3
40672,5,1350,21.744193902090373,2023-09-29,2023-09-29,4
40673,5,1350,23.59688419764815,2023-09-30,2023-09-30,3
40674,1,1350,37.3881390238541,2023-10-01,2023-10-01,5
40675,7,1350,20.743942957716428,2023-10-02,2023-10-02,4
40676,2,1350,31.662595975765033,2023-10-03,2023-10-03,3
40677,7,1350,13.012371560670353,2023-10-04,2023-10-04,1
40678,7,1350,23.406687946500085,2023-10-05,2023-10-05,4
40679,8,1350,24.1362167623983,2023-10-06,2023-10-06,1
40680,2,1350,37.18464658632212,2023-10-07,2023-10-07,2
40681,1,1350,21.02424991483226,2023-10-08,2023-10-08,1
40682,3,1350,22.534441186822363,2023-10-09,2023-10-09,3
40683,1,1350,17.567832658852105,2023-10-10,2023-10-10,3
40684,7,1350,22.928042115777572,2023-10-11,2023-10-11,2
40685,8,1350,32.64855422845227,2023-10-12,2023-10-12,5
40686,8,1350,30.086357395764892,2023-10-13,2023-10-13,1
40687,7,1350,32.36430455248069,2023-10-14,2023-10-14,5
40688,1,1350,16.298995256848812,2023-10-15,2023-10-15,1
40689,8,1350,32.71505039721221,2023-10-16,2023-10-16,5
40690,3,1350,21.71424314074644,2023-10-17,2023-10-17,5
40691,3,1350,19.932348498217223,2023-10-18,2023-10-18,1
40692,4,1350,14.496730884095307,2023-10-19,2023-10-19,3
40693,2,1350,23.449549135074236,2023-10-20,2023-10-20,2
40694,3,1350,17.996698931257615,2023-10-21,2023-10-21,4
40695,4,1350,20.83819029425937,2023-10-22,2023-10-22,4
40696,4,1350,38.56117230203199,2023-10-23,2023-10-23,3
40697,5,1350,24.10076249214827,2023-10-24,2023-10-24,5
40698,4,1350,28.147431234720155,2023-10-25,2023-10-25,1
40699,4,1350,34.901803757780044,2023-10-26,2023-10-26,5
40700,6,1350,21.794782527870403,2023-10-27,2023-10-27,4
40701,4,1351,18.168993361495907,2023-10-28,2023-10-28,2
40702,5,1351,32.78226988209077,2023-10-29,2023-10-29,5
40703,3,1351,26.098450766494672,2023-10-30,2023-10-30,2
40704,8,1351,32.14734900111003,2023-10-31,2023-10-31,1
40705,3,1351,37.8325464604395,2023-11-01,2023-11-01,3
40706,1,1351,18.32730635408106,2023-11-02,2023-11-02,4
40707,8,1351,38.06341615227966,2023-11-03,2023-11-03,3
40708,1,1351,10.068404348629512,2023-11-04,2023-11-04,2
40709,3,1351,30.136708407122406,2023-11-05,2023-11-05,5
40710,3,1351,35.568060935843505,2023-11-06,2023-11-06,4
40711,8,1351,29.18013264948377,2023-11-07,2023-11-07,1
40712,7,1351,33.00642523252889,2023-11-08,2023-11-08,4
40713,4,1351,28.649612762446544,2023-11-09,2023-11-09,3
40714,5,1351,39.78770430055404,2023-11-10,2023-11-10,5
40715,3,1351,34.762940393566694,2023-11-11,2023-11-11,2
40716,7,1351,32.1857464149155,2023-11-12,2023-11-12,5
40717,2,1351,31.741413457243905,2023-11-13,2023-11-13,4
40718,3,1351,29.505909403568644,2023-11-14,2023-11-14,4
40719,7,1351,18.58579265319714,2023-11-15,2023-11-15,1
40720,1,1351,14.452932330927691,2023-11-16,2023-11-16,4
40721,1,1351,15.523937655314633,2023-11-17,2023-11-17,1
40722,3,1351,23.737746691995433,2023-11-18,2023-11-18,5
40723,4,1351,35.94679907473387,2023-11-19,2023-11-19,5
40724,1,1351,37.66775429255581,2023-11-20,2023-11-20,5
40725,1,1351,12.387170566272456,2023-11-21,2023-11-21,5
40726,2,1351,36.321429299531125,2023-11-22,2023-11-22,4
40727,3,1351,11.107366671395914,2023-11-23,2023-11-23,2
40728,6,1351,35.166455771090256,2023-11-24,2023-11-24,3
40729,8,1351,26.01812195162454,2023-11-25,2023-11-25,4
40730,3,1351,23.27340220680142,2023-11-26,2023-11-26,5
40731,8,1352,22.297083247408942,2023-11-27,2023-11-27,5
40732,7,1352,14.984261225876494,2023-11-28,2023-11-28,4
40733,1,1352,18.715502846628763,2023-11-29,2023-11-29,5
40734,2,1352,10.863352789650705,2023-11-30,2023-11-30,5
40735,3,1352,18.286884298767127,2023-12-01,2023-12-01,2
40736,1,1352,28.902513897066317,2023-12-02,2023-12-02,2
40737,6,1352,21.17988473507779,2023-12-03,2023-12-03,4
40738,8,1352,11.703674004006286,2023-12-04,2023-12-04,5
40739,6,1352,34.789993935114865,2023-12-05,2023-12-05,4
40740,4,1352,26.839888361606583,2023-12-06,2023-12-06,3
40741,7,1352,13.109154155044244,2023-12-07,2023-12-07,1
40742,5,1352,38.07448443185736,2023-12-08,2023-12-08,5
40743,2,1352,33.893391970090406,2023-12-09,2023-12-09,5
40744,2,1352,30.60864725514398,2023-12-10,2023-12-10,5
40745,3,1352,30.073924560287693,2023-12-11,2023-12-11,5
40746,5,1352,23.26781383999768,2023-12-12,2023-12-12,1
40747,7,1352,15.064150604043672,2023-12-13,2023-12-13,2
40748,5,1352,35.412381930754925,2023-12-14,2023-12-14,5
40749,8,1352,14.41272020921026,2023-12-15,2023-12-15,3
40750,3,1352,22.31743187554116,2023-12-16,2023-12-16,3
40751,6,1352,22.012445313188408,2023-12-17,2023-12-17,1
40752,3,1352,32.78433442449866,2023-12-18,2023-12-18,5
40753,2,1352,20.98541663729004,2023-12-19,2023-12-19,5
40754,7,1352,29.48509667552296,2023-12-20,2023-12-20,4
40755,4,1352,23.81144412401587,2023-12-21,2023-12-21,5
40756,3,1352,33.10910399360062,2023-12-22,2023-12-22,5
40757,4,1352,14.659487167494145,2023-12-23,2023-12-23,1
40758,8,1352,23.40308564617773,2023-12-24,2023-12-24,4
40759,1,1352,17.161966596150187,2023-12-25,2023-12-25,3
40760,4,1352,21.71369327355007,2023-12-26,2023-12-26,4
40761,1,1353,43.46934625401879,2023-01-01,2023-01-01,5
40762,5,1353,37.45637254496531,2023-01-02,2023-01-02,1
40763,4,1353,46.264531668696236,2023-01-03,2023-01-03,2
40764,3,1353,21.09648716879194,2023-01-04,2023-01-04,2
40765,1,1353,46.77489832108452,2023-01-05,2023-01-05,4
40766,6,1353,37.15062576653057,2023-01-06,2023-01-06,4
40767,4,1353,45.18579155246206,2023-01-07,2023-01-07,2
40768,3,1353,25.26626833358733,2023-01-08,2023-01-08,1
40769,2,1353,34.8990827753388,2023-01-09,2023-01-09,3
40770,1,1353,31.328943709022717,2023-01-10,2023-01-10,5
